ANONYMIZED BUSINESS,QUANTITY,Total Sales,count,Cluster,Classified
Business-5f46,3,2475,1,2,High Value
Business-5f56,207,575974,26,2,High Value
Business-5f63,1,1750,1,2,High Value
Business-5f65,128,267941,111,2,High Value
Business-5f66,30,55100,2,2,High Value
Business-5f7b,1,2695,1,2,High Value
Business-5f7c,8,14470,3,2,High Value
Business-5f88,29,86160,15,2,High Value
Business-5f89,123,184403,5,2,High Value
Business-5f9e,4,4700,2,2,High Value
Business-5fa4,1,95,1,2,High Value
Business-5fa7,450,935172,421,0,Low Value
Business-5faf,123,203491,91,2,High Value
Business-5fbb,46,85035,25,2,High Value
Business-5fbd,7,13250,5,2,High Value
Business-5fc5,6,12350,4,2,High Value
Business-5fc7,1546,3206630,836,0,Low Value
Business-5fca,1,1480,1,2,High Value
Business-5fcd,241,517071,218,2,High Value
Business-5fe1,10,43550,1,2,High Value
Business-5feb,2086,4347602,582,0,Low Value
Business-5fec,163,205175,134,2,High Value
Business-5fef,372,1003011,283,2,High Value
Business-5ff6,70,124830,50,2,High Value
Business-6001,279,652765,163,2,High Value
Business-6007,1,2495,1,2,High Value
Business-6011,1324,2906604,799,0,Low Value
Business-6037,597,1356067,73,2,High Value
Business-603c,143,331605,111,2,High Value
Business-6049,95,368395,44,2,High Value
Business-6055,23,67185,6,2,High Value
Business-605b,36,83584,15,2,High Value
Business-6068,8262,16542970,1490,1,Medium Value
Business-606b,4,26460,2,2,High Value
Business-607c,81,193975,18,2,High Value
Business-6084,2,3680,2,2,High Value
Business-6087,731,1371541,179,2,High Value
Business-6089,150,335363,48,2,High Value
Business-608c,22,37730,1,2,High Value
Business-6091,352,1014170,77,2,High Value
Business-6093,13,36780,13,2,High Value
Business-609b,15,17890,7,2,High Value
Business-60af,9,8915,7,2,High Value
Business-60b8,586,1391420,453,0,Low Value
Business-60bd,186,452756,168,2,High Value
Business-60cf,3,4630,2,2,High Value
Business-60d7,3,6285,3,2,High Value
Business-60d9,1,5725,1,2,High Value
Business-60f4,302,718593,147,2,High Value
Business-60fb,1232,3171296,400,0,Low Value
Business-60fe,6,9785,5,2,High Value
Business-610c,3117,7847980,945,1,Medium Value
Business-6110,2,1760,2,2,High Value
Business-6137,37,100211,16,2,High Value
Business-6162,1234,3247659,664,0,Low Value
Business-6180,319,536700,257,2,High Value
Business-6194,3,5310,2,2,High Value
Business-61cb,81,161155,16,2,High Value
Business-61db,13,21990,4,2,High Value
Business-61e9,2697,5899220,311,0,Low Value
Business-620e,49,95376,44,2,High Value
Business-6214,2,5045,2,2,High Value
Business-6229,4,4720,4,2,High Value
Business-6245,2,1820,2,2,High Value
Business-6249,4,7025,4,2,High Value
Business-624b,302,1210137,100,2,High Value
Business-624e,10,21800,1,2,High Value
Business-6254,9,36990,5,2,High Value
Business-625a,1,2040,1,2,High Value
Business-625b,58,76210,40,2,High Value
Business-6265,1,4350,1,2,High Value
Business-6288,12,24665,7,2,High Value
Business-628a,1,1805,1,2,High Value
Business-6290,1,2340,1,2,High Value
Business-6291,14,19280,11,2,High Value
Business-629c,7,14460,3,2,High Value
Business-62a5,136,175057,54,2,High Value
Business-62b2,1,1380,1,2,High Value
Business-62b8,5,25934,5,2,High Value
Business-62bb,52,152315,33,2,High Value
Business-62d0,35,58470,28,2,High Value
Business-62d9,53,119336,15,2,High Value
Business-62f6,3,6175,3,2,High Value
Business-6305,50,64500,1,2,High Value
Business-630f,5,17460,5,2,High Value
Business-6326,78,152885,47,2,High Value
Business-632b,5,11790,5,2,High Value
Business-6338,10,8492,10,2,High Value
Business-633a,5,7975,4,2,High Value
Business-6341,15,28780,11,2,High Value
Business-6343,68,188950,14,2,High Value
Business-6355,19,35815,12,2,High Value
Business-6358,367,594290,142,2,High Value
Business-6360,71,153595,10,2,High Value
Business-636c,150,192218,34,2,High Value
Business-6371,12,45600,3,2,High Value
Business-639f,53,102775,41,2,High Value
Business-63a3,221,330791,24,2,High Value
Business-63a9,15,41415,8,2,High Value
Business-63cc,2,8540,1,2,High Value
Business-63d9,2212,5317004,1285,0,Low Value
Business-63dd,6,10790,6,2,High Value
Business-63df,59,77450,47,2,High Value
Business-63e2,1856,4263593,376,0,Low Value
Business-63e6,41,46645,32,2,High Value
Business-63ea,22,48095,17,2,High Value
Business-6416,1,1460,1,2,High Value
Business-6417,10,28975,6,2,High Value
Business-6438,5,8700,1,2,High Value
Business-643c,1750,3505128,54,0,Low Value
Business-6440,2,2280,2,2,High Value
Business-644e,87,111079,84,2,High Value
Business-6468,375,629646,300,2,High Value
Business-648f,208,536531,181,2,High Value
Business-64a5,51,79970,43,2,High Value
Business-64a7,348,787505,198,2,High Value
Business-64ac,79,108594,32,2,High Value
Business-64af,3,9285,2,2,High Value
Business-64b6,640,1813007,524,0,Low Value
Business-64d2,81,160157,70,2,High Value
Business-64d6,1,1310,1,2,High Value
Business-64d8,116,231002,105,2,High Value
Business-64db,10,41020,10,2,High Value
Business-64de,2858,6718713,446,0,Low Value
Business-64f7,5,7100,1,2,High Value
Business-64fe,57,137960,17,2,High Value
Business-6510,1003,2549970,154,0,Low Value
Business-651a,5,9800,5,2,High Value
Business-651c,3,9320,3,2,High Value
Business-6524,12,27905,10,2,High Value
Business-652d,23,42475,13,2,High Value
Business-6539,59,144221,15,2,High Value
Business-6541,162,281067,147,2,High Value
Business-6543,116,249192,96,2,High Value
Business-6554,4,11630,3,2,High Value
Business-6556,10,14250,7,2,High Value
Business-655d,1514,4162842,343,0,Low Value
Business-6566,6,16710,6,2,High Value
Business-657f,53,78210,53,2,High Value
Business-6580,18,54255,11,2,High Value
Business-658e,79,180841,63,2,High Value
Business-659d,1176,2226641,447,0,Low Value
Business-65a5,54,56250,28,2,High Value
Business-65b2,3,4150,2,2,High Value
Business-65c0,5,2375,1,2,High Value
Business-65c2,3,16380,3,2,High Value
Business-65d1,5,25675,5,2,High Value
Business-65d7,1,1340,1,2,High Value
Business-65e7,9,26110,9,2,High Value
Business-65ec,26,85685,7,2,High Value
Business-65fd,1,860,1,2,High Value
Business-6603,12,27965,12,2,High Value
Business-6606,3,14125,3,2,High Value
Business-660d,415,1217321,252,2,High Value
Business-6628,131,239095,94,2,High Value
Business-663a,969,2405135,228,0,Low Value
Business-6640,50,46950,38,2,High Value
Business-664a,10,11210,1,2,High Value
Business-6652,90,175075,13,2,High Value
Business-6668,10,37765,3,2,High Value
Business-6685,95,250642,85,2,High Value
Business-6686,5,14585,5,2,High Value
Business-668e,12,42936,10,2,High Value
Business-6697,22,30425,19,2,High Value
Business-66c4,1,2630,1,2,High Value
Business-66c8,30,63725,6,2,High Value
Business-66d6,501,1203529,412,0,Low Value
Business-66da,1,1315,1,2,High Value
Business-66db,345,623145,310,2,High Value
Business-66e8,259,431251,217,2,High Value
Business-6700,190,261039,82,2,High Value
Business-6720,94,123072,92,2,High Value
Business-6725,5,20610,3,2,High Value
Business-672f,42,73531,25,2,High Value
Business-674d,127,206912,123,2,High Value
Business-6756,136,200655,74,2,High Value
Business-6782,85,183640,67,2,High Value
Business-67a9,198,426893,186,2,High Value
Business-67b6,232,507789,200,2,High Value
Business-67c0,1,907,1,2,High Value
Business-67ca,2,3185,2,2,High Value
Business-67e1,16,34645,15,2,High Value
Business-67ef,1024,1944819,474,0,Low Value
Business-67f4,16,62340,16,2,High Value
Business-680e,14,13745,11,2,High Value
Business-6823,47,82175,46,2,High Value
Business-6836,1509,3017061,149,0,Low Value
Business-6851,40,116826,9,2,High Value
Business-6855,319,801799,300,2,High Value
Business-685b,3,5945,3,2,High Value
Business-6860,37,46060,34,2,High Value
Business-686e,4,6146,3,2,High Value
Business-6874,5,13383,5,2,High Value
Business-6877,59,55141,47,2,High Value
Business-6897,60,234800,3,2,High Value
Business-68a7,54,156881,48,2,High Value
Business-68a9,209,324483,172,2,High Value
Business-68b6,78,195960,19,2,High Value
Business-68df,73,104990,62,2,High Value
Business-68e4,5,22002,5,2,High Value
Business-68ef,233,571968,191,2,High Value
Business-690d,25,43641,19,2,High Value
Business-691d,25,21236,24,2,High Value
Business-692d,10,20965,10,2,High Value
Business-6950,141,331898,139,2,High Value
Business-6953,199,410818,33,2,High Value
Business-6956,12,14440,7,2,High Value
Business-696a,99,163460,73,2,High Value
Business-696b,21,47922,21,2,High Value
Business-696e,25,45170,10,2,High Value
Business-697a,11,40861,11,2,High Value
Business-698c,110,163225,9,2,High Value
Business-69a9,22,33543,15,2,High Value
Business-69b2,11,15470,11,2,High Value
Business-69b3,88,66061,70,2,High Value
Business-69b4,76,254300,70,2,High Value
Business-69b8,2335,6420860,78,0,Low Value
Business-69d0,55,103135,22,2,High Value
Business-69d8,359,696534,195,2,High Value
Business-69e4,1467,4594672,128,0,Low Value
Business-69eb,2,3070,2,2,High Value
Business-6a04,9,37935,9,2,High Value
Business-6a06,3,5400,2,2,High Value
Business-6a08,43,74945,40,2,High Value
Business-6a1f,20,32043,20,2,High Value
Business-6a2b,688,1212796,474,0,Low Value
Business-6a2f,4,9210,4,2,High Value
Business-6a39,11,21290,9,2,High Value
Business-6a3d,1,1470,1,2,High Value
Business-6a45,21,52550,17,2,High Value
Business-6a52,2,2860,2,2,High Value
Business-6a66,3,7400,3,2,High Value
Business-6a70,2,3125,2,2,High Value
Business-6a83,56,96928,44,2,High Value
Business-6a85,6,11765,6,2,High Value
Business-6a87,25,53965,7,2,High Value
Business-6a8e,73,190840,43,2,High Value
Business-6a90,1953,3426070,330,0,Low Value
Business-6a91,2,5100,1,2,High Value
Business-6a96,119,311848,111,2,High Value
Business-6aaf,12,28266,11,2,High Value
Business-6ab3,62,104350,19,2,High Value
Business-6ac6,5,6640,5,2,High Value
Business-6ace,100,127320,76,2,High Value
Business-6ae1,86,222683,82,2,High Value
Business-6ae9,5,8425,1,2,High Value
Business-6aea,4,10570,3,2,High Value
Business-6afd,8,31785,3,2,High Value
Business-6b1a,18,52136,15,2,High Value
Business-6b1f,42,68094,34,2,High Value
Business-6b20,2,3910,2,2,High Value
Business-6b29,1,5400,1,2,High Value
Business-6b2d,1,3550,1,2,High Value
Business-6b30,739,2229060,204,0,Low Value
Business-6b55,11,47170,2,2,High Value
Business-6b65,297,640132,63,2,High Value
Business-6b6b,70,138915,61,2,High Value
Business-6b71,29,90021,28,2,High Value
Business-6b7c,7,23240,3,2,High Value
Business-6b87,1,1300,1,2,High Value
Business-6b9a,9,16310,7,2,High Value
Business-6ba6,79,156445,69,2,High Value
Business-6bae,46,116680,45,2,High Value
Business-6baf,2419,5153286,566,0,Low Value
Business-6bb0,82,92580,64,2,High Value
Business-6bb2,2,1810,1,2,High Value
Business-6bcf,1,2635,1,2,High Value
Business-6bdc,1,250,1,2,High Value
Business-6bdf,77,220680,37,2,High Value
Business-6bf6,911,2267670,123,0,Low Value
Business-6c27,181,407479,176,2,High Value
Business-6c69,279,501960,38,2,High Value
Business-6c8d,296,641099,178,2,High Value
Business-6ca4,114,384273,102,2,High Value
Business-6cc0,2,2570,2,2,High Value
Business-6cc2,1365,3149366,620,0,Low Value
Business-6cc6,4,8075,4,2,High Value
Business-6cd7,263,618613,238,2,High Value
Business-6cdf,236,484945,57,2,High Value
Business-6ce5,295,216500,37,2,High Value
Business-6cf4,66,115495,57,2,High Value
Business-6d06,372,865229,129,2,High Value
Business-6d0f,18,18855,11,2,High Value
Business-6d10,2,5135,2,2,High Value
Business-6d11,1,750,1,2,High Value
Business-6d1c,199,369157,156,2,High Value
Business-6d1d,29,3873,10,2,High Value
Business-6d3e,20,68800,2,2,High Value
Business-6d40,3,3930,1,2,High Value
Business-6d54,50,62985,42,2,High Value
Business-6d5d,6,21190,2,2,High Value
Business-6d60,350,818720,53,2,High Value
Business-6d65,19,21505,12,2,High Value
Business-6d73,4,6725,4,2,High Value
Business-6d94,5,7040,2,2,High Value
Business-6d99,15,34610,4,2,High Value
Business-6dae,20,31710,12,2,High Value
Business-6daf,980,2499237,229,0,Low Value
Business-6de8,422,910832,279,2,High Value
Business-6deb,100,187235,24,2,High Value
Business-6ded,15,38725,11,2,High Value
Business-6df1,9,18030,8,2,High Value
Business-6e56,111,282091,105,2,High Value
Business-6e5d,5,18915,4,2,High Value
Business-6e74,289,712419,164,2,High Value
Business-6e8e,448,983046,270,2,High Value
Business-6e9d,1,6200,1,2,High Value
Business-6ea4,17,30450,5,2,High Value
Business-6ea5,356,796065,12,2,High Value
Business-6ecc,1037,2361329,163,0,Low Value
Business-6ecd,300,586440,46,2,High Value
Business-6eda,826,1998034,137,0,Low Value
Business-6ee5,32,71947,24,2,High Value
Business-6ee8,16,10200,5,2,High Value
Business-6efc,36,50870,24,2,High Value
Business-6eff,60,89937,49,2,High Value
Business-6f09,121,293110,38,2,High Value
Business-6f0c,83,168026,24,2,High Value
Business-6f10,8,15300,6,2,High Value
Business-6f13,2,7830,2,2,High Value
Business-6f1a,10,30205,10,2,High Value
Business-6f25,8,19240,8,2,High Value
Business-6f29,12,26255,12,2,High Value
Business-6f33,41,55677,38,2,High Value
Business-6f3b,1850,4949937,1019,0,Low Value
Business-6f46,11,25425,7,2,High Value
Business-6f4d,862,2504828,117,0,Low Value
Business-6f74,34,56330,17,2,High Value
Business-6f76,213,456166,176,2,High Value
Business-6f93,10,17500,1,2,High Value
Business-6f99,189,352967,139,2,High Value
Business-6fa0,47,121815,21,2,High Value
Business-6fa4,7,17690,4,2,High Value
Business-6fa9,1,4310,1,2,High Value
Business-6fb7,6,9825,5,2,High Value
Business-6fba,25,68785,12,2,High Value
Business-6fd0,585,1256872,435,0,Low Value
Business-7002,394,781487,259,2,High Value
Business-700f,779,1804987,550,0,Low Value
Business-7016,754,1135545,218,2,High Value
Business-7020,6,12671,5,2,High Value
Business-7029,7,19790,3,2,High Value
Business-7040,284,884665,20,2,High Value
Business-7063,6,29735,6,2,High Value
Business-7089,5,10200,1,2,High Value
Business-7094,3,11085,3,2,High Value
Business-709d,113,259025,105,2,High Value
Business-70c0,78,117879,67,2,High Value
Business-70c4,574,1280902,505,0,Low Value
Business-70ca,3,1935,1,2,High Value
Business-70d4,12,44470,2,2,High Value
Business-70d7,1,4370,1,2,High Value
Business-70e8,2,11840,2,2,High Value
Business-70f8,720,1272831,581,0,Low Value
Business-7100,4,8710,2,2,High Value
Business-7102,41,6270,3,2,High Value
Business-7152,1,2605,1,2,High Value
Business-7170,101,356175,9,2,High Value
Business-7176,3,5275,3,2,High Value
Business-7197,10,23945,9,2,High Value
Business-719c,528,1359485,302,0,Low Value
Business-71ac,531,1229370,175,2,High Value
Business-71bf,26,59835,26,2,High Value
Business-71c0,5,14328,3,2,High Value
Business-71e2,6,26295,2,2,High Value
Business-71eb,4,7020,1,2,High Value
Business-71f0,6,6339,6,2,High Value
Business-7206,101,171205,48,2,High Value
Business-721c,6,22000,6,2,High Value
Business-7220,279,548980,109,2,High Value
Business-7239,3,6785,3,2,High Value
Business-724d,153,476523,56,2,High Value
Business-7250,12,73124,10,2,High Value
Business-7256,11,45630,10,2,High Value
Business-726a,2,3300,2,2,High Value
Business-7279,44,90350,16,2,High Value
Business-727d,202,892938,57,2,High Value
Business-7290,95,259629,21,2,High Value
Business-729d,333,846900,64,2,High Value
Business-729e,165,427950,74,2,High Value
Business-72b6,72,134355,32,2,High Value
Business-72b8,550,1721088,111,2,High Value
Business-72bc,354,873642,323,2,High Value
Business-72dd,50,106365,49,2,High Value
Business-72f8,19,42355,19,2,High Value
Business-7328,102,394343,10,2,High Value
Business-732d,5,10950,2,2,High Value
Business-733e,13,15670,13,2,High Value
Business-7341,55,96899,51,2,High Value
Business-7343,35,85465,28,2,High Value
Business-7350,5,22350,1,2,High Value
Business-7362,4,11780,4,2,High Value
Business-736c,113,160735,86,2,High Value
Business-7372,82,169465,50,2,High Value
Business-737b,1,1420,1,2,High Value
Business-7384,3,6305,3,2,High Value
Business-7389,93,294575,84,2,High Value
Business-739f,3,10470,3,2,High Value
Business-73bf,3,4840,3,2,High Value
Business-73c6,338,722025,78,2,High Value
Business-73f5,4,16586,4,2,High Value
Business-7403,138,211909,127,2,High Value
Business-7405,5,8885,5,2,High Value
Business-740b,14,24210,13,2,High Value
Business-7424,5,8775,1,2,High Value
Business-7434,9,18085,8,2,High Value
Business-7456,154,241925,70,2,High Value
Business-746a,78,144641,78,2,High Value
Business-7479,6,6375,6,2,High Value
Business-747e,39,75530,38,2,High Value
Business-7487,154,275861,97,2,High Value
Business-7488,206,492069,139,2,High Value
Business-748a,156,198040,109,2,High Value
Business-7490,4,7230,3,2,High Value
Business-74a1,5,6880,5,2,High Value
Business-74af,460,1088330,218,2,High Value
Business-74b1,641,1512684,428,0,Low Value
Business-74b5,25,79950,11,2,High Value
Business-74d6,20,42956,17,2,High Value
Business-74dc,133,281760,29,2,High Value
Business-74e2,10,43800,1,2,High Value
Business-74e8,6,6425,6,2,High Value
Business-74f4,469,950849,366,0,Low Value
Business-750a,275,512338,107,2,High Value
Business-750d,21,49285,5,2,High Value
Business-7515,204,454455,183,2,High Value
Business-7545,3,8060,3,2,High Value
Business-754b,45,192860,6,2,High Value
Business-7553,56,114370,14,2,High Value
Business-755c,1249,3442266,802,0,Low Value
Business-7575,11,24216,11,2,High Value
